ID,Link,Title,Subtitle,Extra
1203251,https://book.douban.com/subject/1203251/,雾都孤儿,,[英]狄更斯|荣如德|上海译文出版社|1991-7|10.10元
1020670,https://book.douban.com/subject/1020670/,舞！舞！舞！,,[日] 村上春树|林少华|上海译文出版社|2002-6|25.00元
6709783,https://book.douban.com/subject/6709783/,浪潮之巅,,吴军|电子工业出版社|2011-8|55.00元
6746289,https://book.douban.com/subject/6746289/,新参者,,[日] 东野圭吾|岳远坤|南海出版公司|2011-9|28.00元
1143694,https://book.douban.com/subject/1143694/,动物凶猛,,王朔|中国电影出版社|2004年02月|15.50元
4188697,https://book.douban.com/subject/4188697/,子不语1,,夏达|新世纪出版社|2009-12|RMB36.00
3026879,https://book.douban.com/subject/3026879/,爱的艺术,,[美] 艾·弗洛姆|李健鸣|上海译文出版社|2008-4|15.00元
3012517,https://book.douban.com/subject/3012517/,小姨多鹤,,严歌苓|作家出版社|2008-4|28.00元
26672693,https://book.douban.com/subject/26672693/,一个叫欧维的男人决定去死,,[瑞典] 弗雷德里克·巴克曼|宁蒙|四川文艺出版社|2015-12|35.00元
2326571,https://book.douban.com/subject/2326571/,琅琊榜,,海宴|朝华出版社|2007-12|49.80元
1082150,https://book.douban.com/subject/1082150/,白银时代,时代三部曲,王小波|花城出版社|1997-5|10.00元
3239549,https://book.douban.com/subject/3239549/,夹边沟记事,,杨显惠|花城出版社|2008-09|34.00元
1807516,https://book.douban.com/subject/1807516/,罗杰疑案,,[英] 阿加莎·克里斯蒂|张江云|人民文学出版社|2006-5|21.00元
1048007,https://book.douban.com/subject/1048007/,高效能人士的七个习惯（精华版）,,[美] 史蒂芬·柯维|高新勇|中国青年出版社|2011-6|29.00元
1813841,https://book.douban.com/subject/1813841/,枪炮、病菌与钢铁,人类社会的命运,[美] 贾雷德·戴蒙德|谢延光|上海世纪出版集团|2006-4-1|45.00元
1418686,https://book.douban.com/subject/1418686/,红拂夜奔,,王小波|江苏文艺出版社|2005-1|28.00元
20463108,https://book.douban.com/subject/20463108/,观念的水位,,刘瑜|浙江大学出版社|2013-1|36.00元
3920130,https://book.douban.com/subject/3920130/,告白,,湊佳苗|丁世佳|時報文化|2009-8|NT$250
4842446,https://book.douban.com/subject/4842446/,巨流河,,齐邦媛|生活·读书·新知三联书店|2010-10|39.00元
1015699,https://book.douban.com/subject/1015699/,中国大历史,,黄仁宇|生活·读书·新知三联书店|2007-2|19.00元
2283084,https://book.douban.com/subject/2283084/,云中歌1,,桐华|作家出版社|2007-9|24.80元
1031740,https://book.douban.com/subject/1031740/,寻羊冒险记,,[日] 村上春树|林少华|上海译文出版社|2001-8|18.80元
1886385,https://book.douban.com/subject/1886385/,来不及说我爱你,,匪我思存|新世界出版社|2006-9|20.00元
26899537,https://book.douban.com/subject/26899537/,长安十二时辰 上,,马伯庸|湖南文艺出版社|2017-1-1|CNY 79.60
1795079,https://book.douban.com/subject/1795079/,乡土中国,,费孝通|上海人民出版社|2006-4|38.00
2194123,https://book.douban.com/subject/2194123/,相约星期二,,[美] 米奇·阿尔博姆|吴洪|上海译文出版社|2007-7|19.00元
20424526,https://book.douban.com/subject/20424526/,邓小平时代,,傅高义 (Ezra.F.Vogel)|冯克利|生活·读书·新知三联书店|2013-1|88.00元
1001885,https://book.douban.com/subject/1001885/,带一本书去巴黎,,林达|生活·读书·新知三联书店|2002-5|35.00元
