User_link	1	2	3	4	5	6	7	8
https://www.douban.com/people/zuoqs/	1.0	1.9333333333333333	4.8	0.9333333333333333	1.0	26.000000000000004	1.0	21.06666666666667
https://www.douban.com/people/Diawa/	1.0	2.0	5.6000000000000005	7.666666666666667	1.8666666666666667	9.533333333333335	3.8666666666666667	5.800000000000001
https://www.douban.com/people/2170535/	0.9333333333333333	0.0	4.6000000000000005	11.533333333333335	2.666666666666667	14.066666666666668	2.8	5.066666666666667
https://www.douban.com/people/qdmimi19810920/	8.133333333333333	12.466666666666667	4.6000000000000005	8.733333333333334	1.6	0.0	2.666666666666667	0.0
https://www.douban.com/people/2006114/	7.6000000000000005	5.666666666666667	6.6000000000000005	5.666666666666667	0.0	1.9333333333333333	4.666666666666667	0.0
https://www.douban.com/people/Felven/	9.933333333333334	5.933333333333334	2.0	8.0	0.0	0.0	1.0	4.0
https://www.douban.com/people/GayScript/	13.0	4.0	3.0	6.333333333333333	2.0	3.0	2.0	0.0
https://www.douban.com/people/nwwfewx/	0.9333333333333333	0.0	4.800000000000001	8.733333333333334	0.0	13.0	0.0	1.0
https://www.douban.com/people/159001685/	4.333333333333334	1.0	7.866666666666667	8.8	1.0	3.9333333333333336	2.0	4.0
https://www.douban.com/people/69152850/	0.0	3.866666666666667	0.8	5.6000000000000005	0.0	7.0	7.733333333333334	4.533333333333333
https://www.douban.com/people/AMY-SHUFEN/	8.8	3.0	5.933333333333334	8.8	0.0	0.0	2.0	0.0
https://www.douban.com/people/qsxiao/	6.733333333333333	9.333333333333334	6.800000000000001	2.8666666666666667	0.0	1.0	1.2	3.7333333333333334
https://www.douban.com/people/3064233/	9.8	6.800000000000001	2.9333333333333336	9.866666666666667	0.0	0.0	1.0	0.0
https://www.douban.com/people/glenwang/	0.0	2.0	1.9333333333333333	8.333333333333334	0.8	9.466666666666669	0.0	5.6000000000000005
https://www.douban.com/people/31678134/	4.933333333333334	4.266666666666667	0.8	12.600000000000001	2.533333333333333	2.4000000000000004	0.0	0.0
https://www.douban.com/people/121899897/	1.0	1.8	1.0	5.733333333333334	1.0	5.666666666666667	2.8666666666666667	4.733333333333333
https://www.douban.com/people/154323041/	0.0	0.0	4.0	4.0	0.0	9.8	0.0	6.733333333333333
https://www.douban.com/people/littlebasin/	8.666666666666666	7.6000000000000005	2.0	6.333333333333334	0.8	1.0	1.9333333333333333	0.0
https://www.douban.com/people/qq372420760/	0.0	0.0	1.9333333333333333	12.533333333333335	0.0	0.0	6.866666666666667	1.0
https://www.douban.com/people/zongxireview/	5.866666666666667	0.0	0.9333333333333333	1.0	1.0	13.666666666666668	0.0	0.0
https://www.douban.com/people/52255297/	2.8	5.533333333333333	2.8666666666666667	6.333333333333334	0.0	5.933333333333333	1.0	0.0
https://www.douban.com/people/172315352/	5.733333333333333	0.9333333333333333	3.9333333333333336	5.866666666666667	0.0	2.8666666666666667	0.9333333333333333	1.8666666666666667
https://www.douban.com/people/duomeyouai/	3.8	0.8	5.0	3.8	0.0	7.933333333333334	0.0	1.8666666666666667
https://www.douban.com/people/Leiou/	0.0	1.0	1.9333333333333333	3.9333333333333336	0.0	11.533333333333335	0.0	2.8666666666666667
https://www.douban.com/people/42147851/	10.600000000000001	2.0	3.866666666666667	3.9333333333333336	0.0	0.0	1.0	0.0
https://www.douban.com/people/wqfengjun/	5.933333333333334	7.666666666666667	2.9333333333333336	4.933333333333334	0.9333333333333333	0.0	0.0	0.9333333333333333
https://www.douban.com/people/4708228/	1.6	0.0	2.9333333333333336	11.266666666666666	0.0	2.8	1.8666666666666667	0.0
https://www.douban.com/people/esfog/	1.0	0.9333333333333333	2.0	1.8666666666666667	3.0	5.866666666666667	0.0	5.8
https://www.douban.com/people/94566833/	3.2	1.9333333333333333	8.533333333333335	3.7333333333333334	0.0	1.7333333333333334	3.8	0.0
https://www.douban.com/people/tuxiaoshu/	2.9333333333333336	0.0	1.4	10.8	0.0	3.533333333333333	0.0	1.8
https://www.douban.com/people/168451319/	0.0	0.0	1.5333333333333332	2.0	0.0	15.200000000000003	0.0	3.533333333333333
https://www.douban.com/people/50896903/	3.0	0.0	5.733333333333334	5.666666666666667	0.9333333333333333	2.666666666666667	0.9333333333333333	0.9333333333333333
https://www.douban.com/people/bdleizi/	2.0	5.933333333333334	5.933333333333334	5.0	0.0	3.9333333333333336	0.0	0.9333333333333333
https://www.douban.com/people/48577633/	0.0	0.0	3.9333333333333336	2.9333333333333336	3.0	0.0	1.0	5.8
https://www.douban.com/people/4075628/	0.9333333333333333	0.0	3.7333333333333334	4.733333333333333	2.0	5.533333333333333	0.0	4.800000000000001
https://www.douban.com/people/zhangxunnj/	0.9333333333333333	0.0	2.0	5.466666666666668	0.0	6.800000000000001	0.0	2.8
https://www.douban.com/people/2063155/	0	0	1	4	0	7	0	5
https://www.douban.com/people/zhaopinpro/	1.0	0.9333333333333333	3.7333333333333334	8.666666666666668	0.0	3.6000000000000005	0.0	1.7333333333333334
https://www.douban.com/people/aixiaoke/	5.800000000000001	7.533333333333334	1.9333333333333333	4.866666666666667	2.0	0.0	1.0	0.0
https://www.douban.com/people/mysteryland/	3.0	2.0	1.9333333333333333	2.0	1.0	0.9333333333333333	2.9333333333333336	3.0
https://www.douban.com/people/yangxiaonier/	9.866666666666667	3.0	0.0	2.0	0.0	0.9333333333333333	2.0	1.0
https://www.douban.com/people/miao126/	0.0	0.0	4.0	4.0	1.0	1.9333333333333333	1.0	4.866666666666667
https://www.douban.com/people/lsilence104/	3.7333333333333334	10.600000000000001	0.0	2.8666666666666667	0.0	0.0	0.0	0.0
