MovieLink	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6
https://movie.douban.com/subject/1889243/	8.666666666666668	8.733333333333334	11.533333333333335	13.466666666666667	8.8	0.8
https://movie.douban.com/subject/1929463/	10.333333333333334	9.2	12.26666666666667	11.600000000000001	7.800000000000001	1.8
https://movie.douban.com/subject/26752088/	8.133333333333333	9.733333333333334	10.4	10.6	7.800000000000001	2.8666666666666667
https://movie.douban.com/subject/3541415/	8.666666666666668	7.866666666666667	8.533333333333333	10.933333333333334	8.866666666666667	3
https://movie.douban.com/subject/3742360/	8.133333333333333	8.4	8.666666666666666	11.200000000000003	6.933333333333334	0.8
https://movie.douban.com/subject/26266893/	7.6000000000000005	6.4	10.6	9.333333333333334	8.466666666666667	1.8
https://movie.douban.com/subject/26387939/	8.733333333333334	5.533333333333333	10.266666666666667	10.8	4.8	1
https://movie.douban.com/subject/3793023/	7.866666666666667	6.666666666666667	9.933333333333334	9.933333333333334	5.6	1.9333333333333333
https://movie.douban.com/subject/25662329/	6.733333333333333	7.866666666666667	6.6000000000000005	10.466666666666667	8.8	0
https://movie.douban.com/subject/1907966/	6.6000000000000005	7.333333333333334	12.200000000000001	7.4	4.933333333333334	0.8
https://movie.douban.com/subject/4920389/	8.4	5.6	8.133333333333335	9.266666666666667	7.533333333333333	1.9333333333333333
https://movie.douban.com/subject/26325320/	8.533333333333333	5.666666666666667	7.600000000000001	10.0	6.466666666666668	1.8666666666666667
https://movie.douban.com/subject/1652587/	5.533333333333333	9.666666666666668	8.4	8.533333333333333	5.933333333333334	0.9333333333333333
https://movie.douban.com/subject/26861685/	8.333333333333334	7.466666666666668	8.066666666666666	9.266666666666667	4.733333333333333	0.9333333333333333
https://movie.douban.com/subject/4920528/	7.0	5.6000000000000005	9.333333333333334	10.2	4.866666666666667	1.9333333333333333
https://movie.douban.com/subject/11525673/	6.4	7.866666666666667	8.2	9.8	5.666666666666667	0
https://movie.douban.com/subject/3793783/	5.533333333333334	8.133333333333335	10.200000000000003	8.133333333333335	5.466666666666667	0
https://movie.douban.com/subject/1292052/	7.933333333333334	5.866666666666667	8	8.8	7	3
https://movie.douban.com/subject/1309046/	7.666666666666667	4.933333333333334	8.466666666666667	8.8	7.866666666666667	0
https://movie.douban.com/subject/5308265/	6.733333333333334	6.666666666666666	7.866666666666666	9.6	6.000000000000001	2.666666666666667
https://movie.douban.com/subject/25815034/	5.933333333333334	4.733333333333333	8.733333333333333	10.8	5.533333333333333	1.7333333333333334
https://movie.douban.com/subject/3075287/	6.733333333333333	7.533333333333333	8.200000000000001	9.666666666666668	3.6000000000000005	1.8666666666666667
https://movie.douban.com/subject/21937445/	4.666666666666667	4.933333333333334	8.4	11.733333333333334	4.933333333333334	0
https://movie.douban.com/subject/24405378/	5.266666666666667	6.666666666666668	10.0	8.933333333333334	4.933333333333334	0.8
https://movie.douban.com/subject/25964071/	5.333333333333333	7.533333333333333	6.999999999999999	9.200000000000001	7.066666666666666	1.7333333333333334
https://movie.douban.com/subject/27060077/	5.733333333333333	6.733333333333334	9.200000000000001	5.866666666666667	7.800000000000001	1.9333333333333333
https://movie.douban.com/subject/25864085/	3.533333333333333	5.466666666666667	10.066666666666668	9.133333333333335	5.6000000000000005	0
https://movie.douban.com/subject/1292720/	6.666666666666667	5.866666666666667	7.800000000000001	9.733333333333334	4	2.8
https://movie.douban.com/subject/1291546/	4.933333333333334	4.933333333333334	8.866666666666667	8.8	6.666666666666667	2.9333333333333336
https://movie.douban.com/subject/26611804/	5.533333333333334	7.866666666666667	8.533333333333335	7.533333333333333	5.733333333333334	0.9333333333333333
https://movie.douban.com/subject/10574622/	7.066666666666666	6.733333333333333	8.533333333333333	8.0	4.466666666666667	1.8
https://movie.douban.com/subject/6307447/	5.4	5.466666666666667	9.533333333333335	9.000000000000002	4.8	0
https://movie.douban.com/subject/20495023/	5.8	5.733333333333333	7.2666666666666675	9.333333333333332	6.800000000000001	0.9333333333333333
https://movie.douban.com/subject/24751756/	6.200000000000001	7.0	8.266666666666667	8.466666666666667	4.866666666666667	0.9333333333333333
https://movie.douban.com/subject/25986180/	6.266666666666667	9.200000000000001	5.266666666666667	8.066666666666666	5.666666666666667	0.9333333333333333
https://movie.douban.com/subject/26425063/	7.533333333333333	5.533333333333334	8.066666666666666	7.400000000000001	6.2666666666666675	1.7333333333333334
https://movie.douban.com/subject/1849031/	8.666666666666668	4.733333333333333	6.2	9.600000000000001	3.7333333333333334	2.6
https://movie.douban.com/subject/1978709/	6.466666666666667	6.866666666666667	6.4	8.466666666666669	6.6000000000000005	1.7333333333333334
https://movie.douban.com/subject/3530403/	6.066666666666667	5.533333333333333	8.0	8.533333333333333	6.6000000000000005	0
https://movie.douban.com/subject/21318488/	6.6000000000000005	8.733333333333334	6.0	7.6000000000000005	5.666666666666667	0.9333333333333333
https://movie.douban.com/subject/26862829/	6.533333333333334	5.666666666666667	7.533333333333334	6.666666666666667	8.333333333333334	1
https://movie.douban.com/subject/3395373/	6.4	4.800000000000001	6.2666666666666675	10.200000000000003	5.8	1.9333333333333333
https://movie.douban.com/subject/1292001/	6.666666666666667	3.9333333333333336	7.800000000000001	9.733333333333334	4.6	1.9333333333333333
https://movie.douban.com/subject/4023638/	7.0	5.866666666666667	8.933333333333334	7.466666666666668	4.6000000000000005	0
https://movie.douban.com/subject/26614893/	4.733333333333333	6.866666666666667	7.4	10.533333333333335	1.9333333333333333	0.9333333333333333
https://movie.douban.com/subject/3592854/	5.0	5.666666666666667	6.666666666666667	10.200000000000001	5.800000000000001	0
https://movie.douban.com/subject/2131459/	5.733333333333333	3	8.266666666666667	9.733333333333334	5	2
https://movie.douban.com/subject/26683290/	5.6000000000000005	7.2	9.466666666666669	6.6	3.9333333333333336	0.9333333333333333
https://movie.douban.com/subject/26363254/	5.4	4.4	8.533333333333333	9.0	5.4	0.9333333333333333
https://movie.douban.com/subject/1292064/	7.466666666666667	3.7333333333333334	7.733333333333334	8.533333333333335	4.8	2.6
https://movie.douban.com/subject/25717233/	7.533333333333333	6.466666666666667	8.8	5.733333333333333	4.666666666666667	1
https://movie.douban.com/subject/26580232/	5.733333333333333	7.266666666666667	7.333333333333334	7.533333333333334	5.866666666666667	1
https://movie.douban.com/subject/1293182/	6.866666666666667	4	8.933333333333334	8.666666666666668	3	2
https://movie.douban.com/subject/1851857/	7.733333333333334	4.933333333333334	9.266666666666667	6	4.8	1
https://movie.douban.com/subject/1900841/	4	5.866666666666667	9.733333333333334	7.666666666666667	5	0
https://movie.douban.com/subject/3205624/	6.6000000000000005	4.666666666666667	8.466666666666667	9.333333333333334	2	0.8
https://movie.douban.com/subject/3821067/	4.2666666666666675	5.066666666666666	9.8	8.0	4.866666666666667	1
https://movie.douban.com/subject/27110296/	7.4	5.8	8.666666666666668	4.533333333333333	6.333333333333333	1.8666666666666667
https://movie.douban.com/subject/4746257/	4.6000000000000005	5.2	8.400000000000002	9.133333333333333	4.6	1
https://movie.douban.com/subject/21324900/	4.333333333333334	5.2	8.133333333333335	9.266666666666667	4.8	1.7333333333333334
https://movie.douban.com/subject/3077412/	5.666666666666667	6.933333333333334	9.2	6.8	3.466666666666667	0.8
https://movie.douban.com/subject/3319755/	6.866666666666667	6.533333333333333	7.066666666666667	8.533333333333333	3.2666666666666666	0.6
https://movie.douban.com/subject/26607693/	2.666666666666667	5.466666666666667	4.3999999999999995	10.866666666666667	6.733333333333333	1.7333333333333334
https://movie.douban.com/subject/27024903/	6.466666666666667	5.800000000000001	8.533333333333333	7.0	4.666666666666667	1.8666666666666667
https://movie.douban.com/subject/24773958/	3.8666666666666667	7.6000000000000005	6.2	8.2	6.066666666666666	1.8666666666666667
https://movie.douban.com/subject/1292063/	5.933333333333334	3.866666666666667	9.466666666666667	7.866666666666667	4	1
https://movie.douban.com/subject/10485647/	6.333333333333334	7.266666666666667	6.8	8.266666666666667	2.9333333333333336	0
https://movie.douban.com/subject/11026735/	3.8666666666666667	5.4	6.466666666666668	9.066666666666666	6.8	0
https://movie.douban.com/subject/2300586/	4.733333333333333	5.733333333333333	9.266666666666666	6.466666666666667	5.466666666666667	0.9333333333333333
https://movie.douban.com/subject/1862151/	8.266666666666667	4.8	7.533333333333334	5.533333333333333	5.6000000000000005	1.7333333333333334
