https://movie.douban.com/subject/1292052/	Feature	Crime
https://movie.douban.com/subject/26752088/	Feature	Comedy
https://movie.douban.com/subject/25662329/	Comedy	Animate	Adventure
https://movie.douban.com/subject/3793023/	Feature	Comedy	Romance	chorus
https://movie.douban.com/subject/26387939/	Feature	Family	biography	Sports
https://movie.douban.com/subject/1291561/	Feature	Animate	fantasy
https://movie.douban.com/subject/1295644/	Feature	Action	Crime
https://movie.douban.com/subject/26266893/	Science_fiction	Disaster
https://movie.douban.com/subject/1292720/	Feature	Romance
https://movie.douban.com/subject/3541415/	Feature	Science_fiction	suspense	Adventure
https://movie.douban.com/subject/1929463/	Feature	fantasy	Adventure
https://movie.douban.com/subject/1291546/	Feature	Romance	homosexual
https://movie.douban.com/subject/20495023/	Comedy	Animate	Music	fantasy
https://movie.douban.com/subject/1292064/	Feature	Science_fiction
https://movie.douban.com/subject/3319755/	Feature	Comedy	Romance
https://movie.douban.com/subject/3742360/	Feature	Comedy	Action	Western
https://movie.douban.com/subject/1889243/	Feature	Science_fiction	Adventure
https://movie.douban.com/subject/26683290/	Feature	Romance	Animate
https://movie.douban.com/subject/26862829/	Feature	History	War
https://movie.douban.com/subject/1849031/	Feature	Family	biography
https://movie.douban.com/subject/1292722/	Feature	Romance	Disaster
https://movie.douban.com/subject/1292001/	Feature	Music
https://movie.douban.com/subject/2129039/	Feature	Comedy	Animate	Adventure
https://movie.douban.com/subject/4920389/	Action	Science_fiction	Adventure
https://movie.douban.com/subject/27110296/	Feature	Comedy
https://movie.douban.com/subject/1292213/	Comedy	Romance	fantasy	ancient_costume
https://movie.douban.com/subject/1291549/	Feature	Music
https://movie.douban.com/subject/25964071/	Comedy	Romance
https://movie.douban.com/subject/1291560/	Animate	fantasy	Adventure
https://movie.douban.com/subject/25921812/	Feature	Comedy
https://movie.douban.com/subject/2131459/	Romance	Science_fiction	Animate	Adventure
https://movie.douban.com/subject/24751756/	Feature	Crime
https://movie.douban.com/subject/27060077/	Feature	Comedy	biography
https://movie.douban.com/subject/27605698/	Comedy
https://movie.douban.com/subject/26363254/	Action	War
https://movie.douban.com/subject/1292063/	Feature	Comedy	Romance	War
https://movie.douban.com/subject/19944106/	Comedy	Romance	fantasy
https://movie.douban.com/subject/26580232/	Feature	suspense	thrillers	Crime
https://movie.douban.com/subject/3011091/	Feature
https://movie.douban.com/subject/4920528/	Feature	Comedy	Romance
https://movie.douban.com/subject/25815034/	Feature	Action	Crime
https://movie.douban.com/subject/26861685/	Action	War
https://movie.douban.com/subject/1307914/	Feature	suspense	Crime
https://movie.douban.com/subject/25986180/	Action	thrillers	Disaster
https://movie.douban.com/subject/1309046/	Feature	Action	Science_fiction	thrillers
https://movie.douban.com/subject/6874741/	Feature	Romance	War
https://movie.douban.com/subject/10574622/	Comedy
https://movie.douban.com/subject/1485260/	Feature	Romance	fantasy
https://movie.douban.com/subject/27038183/	Comedy	fantasy
https://movie.douban.com/subject/26985127/	Feature	Comedy
https://movie.douban.com/subject/6786002/	Feature	Comedy
https://movie.douban.com/subject/27024903/	Feature	suspense	Crime
https://movie.douban.com/subject/11525673/	Feature	Comedy	Adventure
https://movie.douban.com/subject/1295124/	Feature	History	War
https://movie.douban.com/subject/1293839/	Feature	Comedy	Romance
https://movie.douban.com/subject/1652587/	Action	Science_fiction	War	Adventure
https://movie.douban.com/subject/26325320/	Feature	biography	History	War
https://movie.douban.com/subject/26277313/	Comedy	Animate	fantasy
https://movie.douban.com/subject/26698897/	Comedy	Action	suspense	Crime
https://movie.douban.com/subject/26425063/	Feature	Action	suspense	Crime
https://movie.douban.com/subject/25934014/	Feature	Romance	chorus
https://movie.douban.com/subject/1292215/	Comedy	Romance
https://movie.douban.com/subject/1292370/	Feature	Romance	fantasy
https://movie.douban.com/subject/1299398/	Comedy	Romance	fantasy	ancient_costume
https://movie.douban.com/subject/1907966/	Comedy	Animate	Adventure
https://movie.douban.com/subject/5350027/	Feature	suspense	fantasy	ancient_costume
https://movie.douban.com/subject/25805741/	Feature
https://movie.douban.com/subject/11529526/	Feature
https://movie.douban.com/subject/1298624/	Feature
https://movie.douban.com/subject/1291841/	Feature	Crime
https://movie.douban.com/subject/21318488/	Feature	suspense	thrillers	Crime
