MovieLink	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6
https://movie.douban.com/subject/1300613/	2	0	0	2	6	2
https://movie.douban.com/subject/25964630/	1	1	1	3	6	0
https://movie.douban.com/subject/3532614/	3	2	0	3	5	1
https://movie.douban.com/subject/3578981/	4	1	1	2	5	1
https://movie.douban.com/subject/5422105/	3	2	1	4	3	3
https://movie.douban.com/subject/1291578/	3	2	2	2	5	1
https://movie.douban.com/subject/1303173/	2	2	1	1	6	1
https://movie.douban.com/subject/1432146/	1	1	1	2	6	2
https://movie.douban.com/subject/1820156/	3	2	1	2	5	2
https://movie.douban.com/subject/20020577/	3	0	0	3	5	2
https://movie.douban.com/subject/2132495/	3	0	0	1	6	1
https://movie.douban.com/subject/4237879/	2	0	1	4	5	1
https://movie.douban.com/subject/1292286/	4	1	0	4	3	2
https://movie.douban.com/subject/1308865/	2	1	1	2	6	0
https://movie.douban.com/subject/1309172/	4	1	0	2	5	0
https://movie.douban.com/subject/1401118/	1	3	1	3	5	1
https://movie.douban.com/subject/3789848/	3	2	1	4	4	0
https://movie.douban.com/subject/3990470/	2	2	1	1	6	0
https://movie.douban.com/subject/4927382/	4	2	0	3	4	1
https://movie.douban.com/subject/1292444/	2	2	0	1	6	0
https://movie.douban.com/subject/1293359/	1	2	0	2	6	0
https://movie.douban.com/subject/1428175/	3	1	0	3	5	1
https://movie.douban.com/subject/1792928/	1	2	0	2	6	0
https://movie.douban.com/subject/1905462/	2	2	0	0	6	1
https://movie.douban.com/subject/3011308/	3	0	0	2	4	4
https://movie.douban.com/subject/3077412/	4	3	1	3	3	1
https://movie.douban.com/subject/6386345/	2	4	0	0	5	0
https://movie.douban.com/subject/1292287/	3	3	0	4	3	1
https://movie.douban.com/subject/1299288/	3	3	0	1	4	3
https://movie.douban.com/subject/1308767/	4	3	1	1	4	1
https://movie.douban.com/subject/1907464/	1	1	0	4	5	1
https://movie.douban.com/subject/1950148/	5	1	0	1	4	1
https://movie.douban.com/subject/2146991/	1	3	0	3	5	0
https://movie.douban.com/subject/3148748/	3	3	0	4	3	1
https://movie.douban.com/subject/6557005/	2	1	1	1	6	1
https://movie.douban.com/subject/10577869/	0	3	1	2	5	2
https://movie.douban.com/subject/1419297/	1	3	0	4	4	1
https://movie.douban.com/subject/4286017/	1	4	0	4	3	1
https://movie.douban.com/subject/5300054/	3	1	1	4	4	0
https://movie.douban.com/subject/10450409/	4	2	2	3	3	0
https://movie.douban.com/subject/1295686/	3	2	0	2	5	0
https://movie.douban.com/subject/1308843/	0	2	0	1	6	1
https://movie.douban.com/subject/25862357/	1	2	1	4	4	2
https://movie.douban.com/subject/3986493/	2	3	0	2	4	3
https://movie.douban.com/subject/4739952/	2	4	1	2	4	1
https://movie.douban.com/subject/6522269/	3	2	0	3	4	2
https://movie.douban.com/subject/1291579/	2	3	1	1	5	1
https://movie.douban.com/subject/2053515/	2	2	0	2	5	2
https://movie.douban.com/subject/2303845/	3	1	1	2	5	1
https://movie.douban.com/subject/23788440/	3	1	1	5	2	1
https://movie.douban.com/subject/26235354/	1	2	2	4	4	0
https://movie.douban.com/subject/26425068/	2	1	2	4	4	0
https://movie.douban.com/subject/6537500/	0	4	0	4	3	0
https://movie.douban.com/subject/10537853/	3	1	0	2	5	1
https://movie.douban.com/subject/1292048/	1	3	0	2	5	1
https://movie.douban.com/subject/3168101/	2	2	0	4	4	0
https://movie.douban.com/subject/3412882/	4	2	1	3	3	1
https://movie.douban.com/subject/4160540/	3	1	0	1	5	2
https://movie.douban.com/subject/4826419/	4	2	0	2	4	0
https://movie.douban.com/subject/6534248/	1	3	2	4	3	1
https://movie.douban.com/subject/6799191/	1	3	2	3	4	1
https://movie.douban.com/subject/10545939/	3	0	1	3	4	2
https://movie.douban.com/subject/1291824/	3	1	0	2	5	0
https://movie.douban.com/subject/1291853/	2	1	1	2	5	2
https://movie.douban.com/subject/1295409/	2	4	1	1	4	1
https://movie.douban.com/subject/1305164/	0	3	2	3	4	1
https://movie.douban.com/subject/1418834/	1	3	0	2	3	4
https://movie.douban.com/subject/1865703/	4	4	1	1	2	1
https://movie.douban.com/subject/2153527/	3	2	1	3	4	0
https://movie.douban.com/subject/2222996/	2	3	0	3	4	1
https://movie.douban.com/subject/25980443/	3	2	0	1	5	0
https://movie.douban.com/subject/3771562/	3	3	0	4	1	2
https://movie.douban.com/subject/4206357/	3	1	0	3	4	2
https://movie.douban.com/subject/6879185/	0	0	1	3	5	2
https://movie.douban.com/subject/1291586/	2	2	0	2	5	1
https://movie.douban.com/subject/1297359/	2	2	1	2	4	3
https://movie.douban.com/subject/1305690/	3	3	1	3	3	1
https://movie.douban.com/subject/2124724/	4	1	0	4	2	1
https://movie.douban.com/subject/25662327/	3	2	0	4	3	0
https://movie.douban.com/subject/25966085/	3	2	0	4	3	0
https://movie.douban.com/subject/26715636/	2	0	0	3	5	0
https://movie.douban.com/subject/4769314/	2	2	0	2	5	1
https://movie.douban.com/subject/10344754/	3	2	2	2	4	0
https://movie.douban.com/subject/1291585/	1	1	1	3	4	3
https://movie.douban.com/subject/1325958/	0	1	0	0	6	0
https://movie.douban.com/subject/2051007/	1	3	0	1	5	1
https://movie.douban.com/subject/25746375/	0	0	1	4	4	2
https://movie.douban.com/subject/3230459/	4	0	0	1	4	2
https://movie.douban.com/subject/3718279/	0	2	0	4	4	1
https://movie.douban.com/subject/4304402/	4	3	1	1	3	1
https://movie.douban.com/subject/6097775/	3	1	1	3	4	1
