军事	https://book.douban.com/subject/1009105/	战争论
军事	https://book.douban.com/subject/1088022/	亮剑
军事	https://book.douban.com/subject/1949420/	孙子兵法
军事	https://book.douban.com/subject/33454876/	中央帝国的军事密码
军事	https://book.douban.com/subject/30358492/	从丹药到枪炮
军事	https://book.douban.com/subject/30432968/	有一类战犯叫参谋
军事	https://book.douban.com/subject/2148992/	亮剑
军事	https://book.douban.com/subject/3432401/	苦难辉煌
军事	https://book.douban.com/subject/30329246/	古代中国的战争之道
军事	https://book.douban.com/subject/28135034/	南北战争三百年
军事	https://book.douban.com/subject/26820347/	红星照耀中国
军事	https://book.douban.com/subject/3297466/	我的团长我的团（上部）
军事	https://book.douban.com/subject/6879356/	孙子兵法
军事	https://book.douban.com/subject/30406745/	三国兵争要地与攻守战略研究
军事	https://book.douban.com/subject/33369984/	第一次世界大战军服、徽标、武器图解百科
军事	https://book.douban.com/subject/33428439/	罗马世界甲胄、兵器和战术图解百科
军事	https://book.douban.com/subject/33439369/	从闪电战到沙漠风暴
军事	https://book.douban.com/subject/1919843/	林副主席论战术思想与战斗作风
军事	https://book.douban.com/subject/1207500/	布局天下
军事	https://book.douban.com/subject/1125731/	第三帝国的兴亡（上中下）
二战	https://book.douban.com/subject/26957760/	世界的凛冬
二战	https://book.douban.com/subject/30397063/	被涂污的鸟
二战	https://book.douban.com/subject/20441569/	被淹没和被拯救的
二战	https://book.douban.com/subject/30225784/	偷书贼
二战	https://book.douban.com/subject/26354440/	野蛮大陆
二战	https://book.douban.com/subject/21329239/	巴黎烧了吗?
二战	https://book.douban.com/subject/30172071/	失去名字的女孩
二战	https://book.douban.com/subject/26861418/	奥斯维辛
二战	https://book.douban.com/subject/1042434/	安妮日记
二战	https://book.douban.com/subject/26834183/	艾希曼在耶路撒冷
二战	https://book.douban.com/subject/26602467/	我是女兵,也是女人
二战	https://book.douban.com/subject/2180619/	偷书贼
二战	https://book.douban.com/subject/26298832/	零年：1945
二战	https://book.douban.com/subject/30230911/	亢奋战
二战	https://book.douban.com/subject/26418529/	拥抱战败
二战	https://book.douban.com/subject/26897187/	活着回来的男人
二战	https://book.douban.com/subject/30398413/	午夜北平
二战	https://book.douban.com/subject/10583781/	朗读者
二战	https://book.douban.com/subject/26431326/	所有我们看不见的光
二战	https://book.douban.com/subject/20440053/	南京大屠杀
